,page,country,article_quality_est,Population
8260,Camilla Mollatt,Norway,Stub,5387000.0
8261,Abraham Alvarenga Urbina,Honduras,Stub,9864000.0
8262,Abraham Carel Wertheim,Netherlands,Start,17467000.0
8263,Óscar Tulio Lizcano,Colombia,Stub,49444000.0
8264,Gintautas Iešmantas,Lithuania,Stub,2794000.0
8265,Ibrahim al-Abdallah,Lebanon,Stub,6825000.0
8266,Jacques Opangault,Congo,Stub,5518000.0
8267,Jakub Ostroróg,Poland,Stub,38368000.0
8268,Juan Nepomuceno de Quesada,Cuba,Start,11281000.0
8269,Harold King (politician),Australia,Stub,25754000.0
8270,Hsu Dau-lin,Japan,C,125967000.0
8271,James Pat McDaid,Ireland,Start,5003000.0
8272,Alan J. H. Maclean,Jersey,Stub,
8273,Hamid Baeidinejad,Iran,Start,84150000.0
8274,Ivan Mikloš,Slovakia,Start,5462000.0
8275,Rubén Marín,Argentina,Start,45377000.0
8276,Kenji Utsunomiya,Japan,C,125967000.0
8277,James John Thomas,United States,Stub,329878000.0
8278,José Armando Ribeiro de Paula,Brazil,Stub,211812000.0
8279,Tamayo Marukawa,Japan,Stub,125967000.0
8280,Matías Alonso Ruiz,Spain,Stub,47635000.0
8281,Pavlos Oikonomou-Gouras,Greece,Stub,10700000.0
8282,Luis Solari De La Fuente,Peru,Stub,32824000.0
8283,Léon Angor,Congo,Start,5518000.0
8284,Lévy Makani,Congo,Stub,5518000.0
8285,Madzengue Younous,Congo,Stub,5518000.0
8286,Mohammed ibn Abdessalam ibn Nasir,Morocco,Stub,35952000.0
8287,Frank Broun,Australia,Start,25754000.0
8288,Manuel de Jesús Andrade Suárez,Colombia,Start,49444000.0
8289,Adela Hernández,Cuba,Stub,11281000.0
8290,Miguel Laurencena,Argentina,Start,45377000.0
8291,Nadhir Hamada,Tunisia,Stub,11896000.0
8292,Nexhat Agolli,Albania,Stub,2838000.0
8293,Adnan al-Assadi,Iraq,Stub,39725000.0
8294,Adolf Mošinsky,Croatia,Stub,4020000.0
8295,Muesee Kazapua,Namibia,Stub,2541000.0
8296,Adriaan Pauw,Netherlands,Start,17467000.0
8297,Abdullahi Balarabe Salame,Nigeria,Stub,206140000.0
8298,Võ Hồng Phúc,Vietnam,Stub,96209000.0
8299,Arjun Rai,Nepal,Stub,29996000.0
8300,Yali (politician),Papua New Guinea,C,8950000.0
8301,Adriean Videanu,Romania,Start,19241000.0
8302,Enric Garriga i Trullols,Spain,Start,47635000.0
8303,Esau Schafer,Canada,Stub,38190000.0
8304,Jacob van Artevelde,Belgium,Start,11515000.0
8305,Patrick Koshoni,Nigeria,Start,206140000.0
8306,Platon Ivanovich Ivanov,Finland,Start,5529000.0
8307,Pierre M'Vouama,Congo,Stub,5518000.0
8308,Pierre Nzila,Congo,Start,5518000.0
8309,Armin Mohler,Germany,Start,83300000.0
8310,Opanas Fedenko,Ukraine,Stub,41778000.0
8311,Ferdinando Marescalchi,Italy,Start,60296000.0
8312,Raymond Ramazani Baya,"Congo, Dem. Rep. of",Stub,
8313,Haji Muhammmed Aslam Khan Khichi,Pakistan,Start,220940000.0
8314,Imad Ahmad Sayfour,Iraq,Stub,39725000.0
8315,Kemal Burkay,Turkey,Stub,83737000.0
8316,Ahmed Uthman,Iraq,C,39725000.0
8317,Haji Mala Saeed Kirkukli Zada,Iraq,Stub,39725000.0
8318,Iffat Liaqat Ali Khan,Pakistan,Stub,220940000.0
8319,Saleh Yousefi,Iraq,Stub,39725000.0
8320,Rubén Jaramillo,Mexico,C,127792000.0
8321,Lyndon Trott,Guernsey,Stub,
8322,Pierre-Jean-Baptiste Chaussard,France,Start,64940000.0
8323,Ago Silde,Estonia,Stub,1331000.0
8324,Mohammad Al Hajj Hassan,Lebanon,Stub,6825000.0
8325,List of Japanese politicians,Japan,Stub,125967000.0
8326,Agosti Xaho,France,Stub,64940000.0
8327,Bam Shah,Nepal,Start,29996000.0
8328,Jorge Tibiriçá Piratininga,Brazil,Start,211812000.0
8329,Agustín Edwards Ossandón,Chile,Stub,19470000.0
8330,Néstor Ahuad,Argentina,Stub,45377000.0
8331,Fuad Gahramanli,Azerbaijan,Stub,10108000.0
8332,Fuad Kokaly,Palestinian Territory,Stub,5008000.0
8333,Ruben Torres,Philippines,Stub,109581000.0
8334,Mubarak al Fadil al Mahdi,Sudan,Stub,43849000.0
8335,Exequiel Javier,Philippines,Stub,109581000.0
8336,Salim Abd an-Nur,Lebanon,Stub,6825000.0
8337,Simon Gokana,Congo,Stub,5518000.0
8338,Tang Kesan,China,Start,1402385000.0
8339,Rinaldo Del Bo,Italy,Stub,60296000.0
8340,Jonathan Le Tocq,Guernsey,Start,
8341,Graham Dorey,Guernsey,Stub,
8342,Nyasha Chikwinya,Zimbabwe,Start,14863000.0
8343,Mikhail Mikhailovich Golitsyn,Russia,Stub,146733000.0
8344,Archie Taiaroa,New Zealand,Stub,4987000.0
8345,Janet Mikhail,Palestinian Territory,Stub,5008000.0
8346,Akram al-Homsi,Jordan,Stub,10679000.0
8347,Akwasi Osei-Adjei,Ghana,Stub,31073000.0
8348,Francis Covi,Benin,Stub,12209000.0
8349,Al-Qadi Aqib ibn Mahmud ibn Umar,Mali,Stub,20251000.0
8350,Michael S. Martin,Canada,Stub,38190000.0
8351,Alain Meyer,Luxembourg,Stub,632000.0
8352,Ingibjörg H. Bjarnason,Iceland,Start,368000.0
8353,Amílcar Vasconcellos,Uruguay,Stub,3531000.0
8354,Asuncion A. Perez,Philippines,Stub,109581000.0
8355,Alan Parastaev,Ossetian,Start,
8356,Nestor García-Veiga,Argentina,Stub,45377000.0
8357,Rafael Francisco Osejo,Costa Rica,Start,5111000.0
8358,Khalid Ali Z. Qazi,Pakistan,Stub,220940000.0
8359,Luis Claro Solar,Chile,Start,19470000.0
8360,Edward Rushworth (diplomat),Jamaica,Start,2809000.0
8361,"Leonard Grey, 1st Viscount Grane",Ireland,Start,5003000.0
8362,Mulumba Lukoji,"Congo, Dem. Rep. of",Stub,
8363,Samuel Ogeh,Nigeria,Stub,206140000.0
8364,Lu Cheng,China,B,1402385000.0
8365,Ian Black (politician),Australia,Stub,25754000.0
8366,Juan Gabriel Uribe Vegalara,Colombia,Start,49444000.0
8367,Danail Papazov,Bulgaria,Stub,6927000.0
8368,Nahum Hofree,Israel,Stub,9216000.0
8369,Nazem Qadri,Lebanon,Stub,6825000.0
8370,Oscar Ugarte Ubillús,Peru,Stub,32824000.0
8371,Alex Krieps,Luxembourg,Stub,632000.0
8372,"Yongqi, Prince Rong",China,C,1402385000.0
8373,Henrique de Beaurepaire-Rohan,Brazil,Stub,211812000.0
8374,Jarbas Vasconcelos,Brazil,Stub,211812000.0
8375,Sophia Yilma,Ethiopia,C,114916000.0
8376,Karina Constantino David,Philippines,C,109581000.0
8377,Tatari Ali,Nigeria,Start,206140000.0
8378,David Toro,Bolivia,Start,11633000.0
8379,Akbar Ranjbarzadeh,Iran,Stub,84150000.0
8380,Simón González de Acosta,Spain,Stub,47635000.0
8381,George Perdikes,Cyprus,Stub,1207000.0
8382,Satoshi Akao,Japan,Stub,125967000.0
8383,Gerardo Barrios,El Salvador,Start,6481000.0
8384,Hendrik Lodewijk Drucker,Netherlands,Stub,17467000.0
8385,Joseph Woah-Tee,Liberia,Start,5058000.0
8386,Trembling Earth,United States,Stub,329878000.0
8387,Umberto Barulli,San Marino,Start,34000.0
8388,Huang Kuo-chung,Taiwan,Stub,23610000.0
8389,Clement T. Maynard,Bahamas,C,393000.0
8390,Vicente Uribe,Spain,GA,47635000.0
8391,Waheed el Solh,Lebanon,Stub,6825000.0
8392,Walther Bringolf,Switzerland,Stub,8634000.0
8393,Wayne Jim,Canada,Stub,38190000.0
8394,Ali Kaes,Luxembourg,Stub,632000.0
8395,William Angus Dickson,Canada,Stub,38190000.0
8396,Sheikh Abdul Aziz (Bangladeshi politician),Bangladesh,Stub,169809000.0
8397,Yves Guéna,France,Stub,64940000.0
8398,Émile Mokoko Wongolo,Congo,Stub,5518000.0
8399,Harry Woods (Illinois politician),United States,Stub,329878000.0
8400,Jana Juřenčáková,Czech Republic,Stub,
8401,Simeon Aké,Ivorian,Start,
8402,Vahan Hovhannisyan,Armenia,Start,2956000.0
8403,Hakob Zavriev,Armenia,Stub,2956000.0
8404,Jaime Yoshiyama,Peru,Start,32824000.0
8405,Mohammad Tofiq Rahim,Iraq,Start,39725000.0
8406,Innocenzo Bonelli,San Marino,Stub,34000.0
8407,Abbas Halim,Egypt,Start,100803000.0
8408,Dragan Vulin,Croatia,Start,4020000.0
8409,Ahmad Daifallah Al-Azeib,Yemen,Stub,29826000.0
8410,Kent Kane Parrot,United States,C,329878000.0
8411,Damien Marchesseault,United States,Start,329878000.0
8412,Nguyễn Hải Thần,Vietnam,Start,96209000.0
8413,Nguyễn Thiện Thuật,Vietnam,Start,96209000.0
8414,Dušan A. Popović,Serbia,Stub,6957000.0
8415,Percy Colquhoun,Australia,C,25754000.0
8416,Bernardo de Sousa Campos,Brazil,Stub,211812000.0
8417,Bernhard Schottländer,Germany,Start,83300000.0
8418,Konstantin Trenchev,Bulgaria,Stub,6927000.0
8419,Gideon Doone,Federated States of Micronesia,Stub,106000.0
8420,Emil Koshlukov,Bulgaria,Stub,6927000.0
8421,Dário Berger,Brazil,Stub,211812000.0
8422,Stepan Demirchyan,Armenia,Start,2956000.0
8423,Benjamin Anderson (adventurer),Liberia,Start,5058000.0
8424,Abdulaziz al-Tuwaijri,Saudi Arabia,Start,35041000.0
8425,Juan Bandini,Mexico,C,127792000.0
8426,José Antonio Estudillo,Mexico,Start,127792000.0
8427,Nicole Murray-Ramirez,United States,Start,329878000.0
8428,Emperor of Mexico,Mexico,Stub,127792000.0
8429,Manuel Abramowicz,Belgium,Start,11515000.0
8430,Robert Barr (Australian politician),Australia,Stub,25754000.0
8431,Edouard Nomo-Ongolo,Cameroon,Stub,26598000.0
8432,Elfreda Reyes,Belize,C,419000.0
8433,Francisco de Santillán y Argote,Spain,Start,47635000.0
8434,Ramiriáñez Bravo de Saravia,Spain,Start,47635000.0
8435,Gwendolyn Lizarraga,Belize,C,419000.0
8436,Carol Schmidt,Moldova,Stub,3535000.0
8437,Ignatius Joseph Kasimo Hendrowahyono,Indonesia,Stub,271739000.0
8438,Israel Somen,Kenya,Stub,53528000.0
8439,Jakub Szydłowiecki,Poland,Start,38368000.0
8440,James Laxer,Canada,Start,38190000.0
8441,Jan Kanty Moszyński,Poland,Stub,38368000.0
8442,Liza Maza,Philippines,Start,109581000.0
8443,Jean Laurain,France,Stub,64940000.0
8444,Jean-Baptiste Beleoken,Cameroon,Start,26598000.0
8445,John Geekie,India,Stub,1400100000.0
8446,Juan Luis de Camarena,Spain,Stub,47635000.0
8447,Jørgen Olufsen,Denmark,Stub,5829000.0
8448,Flora Guerrero,Mexico,Stub,127792000.0
8449,Kevin Smith (conservationist),New Zealand,Stub,4987000.0
8450,Lamri Ali,Malaysia,Stub,32781000.0
8451,Michael Sladek,Germany,Stub,83300000.0
8452,Einar Håndlykken,Norway,Stub,5387000.0
8453,Tarcisio Feitosa da Silva,Brazil,Stub,211812000.0
8454,Gerhard Thielcke,Germany,Stub,83300000.0
8455,Heffa Schücking,Germany,Stub,83300000.0
8456,Hirofumi Yamashita,Japan,Stub,125967000.0
8457,Evaristo Nugkuag,Peru,Stub,32824000.0
8458,Ran Kunik,Israel,Stub,9216000.0
8459,Sun Xiaodi,China,Stub,1402385000.0
8460,Odigha Odigha,Nigeria,Stub,206140000.0
8461,Jesús León Santos,Mexico,Stub,127792000.0
8462,Juan Pablo Orrego,Chile,Stub,19470000.0
8463,Elías Díaz Peña,Paraguay,Stub,7255000.0
8464,Sofia Gatica,Argentina,Stub,45377000.0
8465,Amin Hassan Omar Abdullah,Sudan,Start,43849000.0
8466,Silje Lundberg,Norway,Stub,5387000.0
8467,Vicente Álvarez Areces,Spain,Stub,47635000.0
8468,Aminu Safana,Nigeria,Stub,206140000.0
8469,Amir Khan (MQM),Pakistan,Stub,220940000.0
8470,Paweł Finder,Poland,Start,38368000.0
8471,Barney Rock,Ireland,Start,5003000.0
8472,García Rodrígues,Spain,Stub,47635000.0
8473,Issa Kassim Issa,Tanzania,Stub,59734000.0
8474,Winston V. Jones,Jamaica,Stub,2809000.0
8475,Robert Duncan Wilmot,Canada,Start,38190000.0
8476,Armigel Wade,Kenya,Stub,53528000.0
8477,Lady Bellew,Ireland,Start,5003000.0
8478,Laurent Esso,Cameroon,Start,26598000.0
8479,Nguyễn Hữu Bài,Vietnam,Stub,96209000.0
8480,Lizardo Alzamora Porras,Peru,Stub,32824000.0
8481,Ana Corradi,Argentina,Stub,45377000.0
8482,Macchiedo,Hungary,Stub,9767000.0
8483,Marcel Niat Njifenji,Cameroon,C,26598000.0
8484,Michał Florian Rzewuski,Poland,Stub,38368000.0
8485,Naomi Nhiwatiwa,Zimbabwe,Start,14863000.0
8486,Nihal Singh Takshak,India,Start,1400100000.0
8487,Omar Jazouli,Morocco,Stub,35952000.0
8488,Osvaldo Gnocchi-Viani,Italy,C,60296000.0
8489,Naseer al-Chaderchi,Iraq,Stub,39725000.0
8490,Anatol Plugaru,Moldova,Stub,3535000.0
8491,Anatoly Popov,Russia,Stub,146733000.0
8492,Pavel Chernev,Bulgaria,Start,6927000.0
8493,Teburoro Tito,Kiribati,Stub,125000.0
8494,Giacomo Durazzo,Italy,Start,60296000.0
8495,"MPs elected in the Ghanaian parliamentary election, 1979",Ghana,Start,31073000.0
8496,Hugh Cleghorn (colonial administrator),Sri Lanka,Start,21937000.0
8497,Ignacio Chávez (President of Nicaragua),Nicaragua,Stub,6596000.0
8498,Sergei Mikhailovich Smirnov,Russia,Stub,146733000.0
8499,Andreas Hörtnagl,Austria,Stub,8914000.0
8500,John Gutch (governor),United Kingdom,Stub,67160000.0
8501,Amos Wako,Kenya,Start,53528000.0
8502,Bertie Johnston,Australia,Start,25754000.0
8503,Mohammed Bello Adoke,Nigeria,Start,206140000.0
8504,Abu Aiah Koroma,Sierra Leone,Stub,7977000.0
8505,Muhlenberg family,United States,Start,329878000.0
8506,Pulin De,Bangladesh,Stub,169809000.0
8507,R. Jones,United Kingdom,Stub,67160000.0
8508,Rafael Calderón Muñoz,Costa Rica,Start,5111000.0
8509,Roberto Puno,Philippines,Stub,109581000.0
8510,Andrew Juxon-Smith,Sierra Leone,Stub,7977000.0
8511,S. Wilson,United Kingdom,Stub,67160000.0
8512,Salo Weisselberger,Hungary,Start,9767000.0
8513,Fernando Solana,Mexico,Start,127792000.0
8514,Samuel Bassey,Nigeria,Start,206140000.0
8515,Bogomil Bonev,Bulgaria,C,6927000.0
8516,Sidi al-Ayachi,Morocco,Start,35952000.0
8517,Stefan Herdt,Germany,Stub,83300000.0
8518,Vitaly Zholobov,Ukraine,Start,41778000.0
8519,Andrzej Maria Gołaś,Poland,Stub,38368000.0
8520,André-Eugène Pirson,Belgium,Start,11515000.0
8521,André Kempinaire,Belgium,Stub,11515000.0
8522,Pierre Louis Alfred Duprat,France,Stub,64940000.0
8523,Paul Cotte,France,Stub,64940000.0
8524,Christian August von Eyben,Germany,Start,83300000.0
8525,Hamid Chabat,Morocco,Stub,35952000.0
8526,Hind Khoury,Palestinian Territory,Stub,5008000.0
8527,Angelic Alihusain-del Castilho,Suriname,Start,605000.0
8528,Anna Kéthly,Hungary,Start,9767000.0
8529,Fernão Álvares da Maia,Portugal,Stub,10255000.0
8530,Álvaro Gonçalves da Maia,Portugal,Stub,10255000.0
8531,Martim da Maia,Portugal,Stub,10255000.0
8532,Abdelouahed Belkeziz,Morocco,Start,35952000.0
8533,William Steeves,Canada,Start,38190000.0
8534,Agyen Kokobo,Ghana,Start,31073000.0
8535,Alicia Cañas Zañartu,Chile,Stub,19470000.0
8536,Mugabe Were,Kenya,Start,53528000.0
8537,Andreas Efstratiou,Cyprus,Stub,1207000.0
8538,André Henry,France,Stub,64940000.0
8539,Annelies Verstand,Netherlands,Stub,17467000.0
8540,Arthur Brill,Germany,Stub,83300000.0
8541,Aziza Bennani,Morocco,Stub,35952000.0
8542,Bartholomew Beale,United Kingdom,Start,67160000.0
8543,Bartolomé González de Villaverde,Spain,Start,47635000.0
8544,Bashir al-Rabiti,Libya,Start,6891000.0
8545,Behar Shtylla,Albania,Stub,2838000.0
8546,Ania Said Chaurembo,Tanzania,Stub,59734000.0
8547,Bindeshwari Prasad Verma,India,Stub,1400100000.0
8548,Anima Wilson,Ghana,Stub,31073000.0
8549,Carlos Morphi,Paraguay,Stub,7255000.0
8550,Hun Many,Cambodia,Stub,15497000.0
8551,Guadalupe Borja,Mexico,Stub,127792000.0
8552,David Ariu Christopher,Fiji,Stub,896000.0
8553,Linda Eenpalu,Estonia,Stub,1331000.0
8554,Elvino de Brito,Portugal,Stub,10255000.0
8555,Francis Kolma Ganyaglo,Ghana,Stub,31073000.0
8556,Rui Costa (politician),Brazil,Stub,211812000.0
8557,Amable de Courtais,France,Start,64940000.0
8558,James G. Field,United States,Start,329878000.0
8559,Anne Odenmarck,Norway,Stub,5387000.0
8560,Joseph Berger-Barzilai,Israel,Start,9216000.0
8561,Tim Francis,Tokelauan,Stub,
8562,Julio Guzmán,Peru,Start,32824000.0
8563,Carolina Scotto,Argentina,Stub,45377000.0
8564,Erwin Nypels,Netherlands,Stub,17467000.0
8565,João Fernandes de Andrade,Portugal,Stub,10255000.0
8566,"Rui Gomes de Abreu, alcaide",Portugal,Stub,10255000.0
8567,Fernão Brandão Sanches,Portugal,Stub,10255000.0
8568,Pedro Gomes de Abreu,Portugal,Stub,10255000.0
8569,Leonel de Lima,Portugal,Stub,10255000.0
8570,Francisco Ibáñez de Peralta,Chile,Stub,19470000.0
8571,Francisco José Urrutia Olano,Colombia,Start,49444000.0
8572,Frédéric Guirma,Burkina Faso,Stub,20903000.0
8573,Fu Yaoyu,China,Stub,1402385000.0
8574,Fulata,China,Stub,1402385000.0
8575,Ghulam Raza Naqvi,Pakistan,Stub,220940000.0
8576,Ansir Iqbal Baryar,Pakistan,Stub,220940000.0
8577,Grigore Mărăcuță,Moldova,Stub,3535000.0
8578,Martim Lourenço da Cunha,Portugal,Stub,10255000.0
8579,Hans Lynge,Denmark,Stub,5829000.0
8580,Urraca Afonso,Portugal,Stub,10255000.0
8581,Antanas Venclova,Lithuania,Start,2794000.0
8582,Hooge (prince),China,Start,1402385000.0
8583,Ilie Văduva,Romania,Start,19241000.0
8584,Jacques Amouzou,Togo,Start,8279000.0
8585,James G. Bull,United States,Stub,329878000.0
8586,Jan Gniński,Poland,Stub,38368000.0
8587,Jan Ponętowski,Poland,Stub,38368000.0
8588,Jaromír Nečas,Czech Republic,Stub,
8589,Jean-Dominique Okemba,Congo,C,5518000.0
8590,Jorge Lepra,Uruguay,Start,3531000.0
8591,Joseph Kruk,Poland,Start,38368000.0
8592,José Manuel Hernández,Venezuela,Stub,28645000.0
8593,José María Montoya (diplomat),Mexico,Start,127792000.0
8594,Juan Andrés de Ustariz,Chile,Stub,19470000.0
8595,Karin Struck,Germany,Stub,83300000.0
8596,Kassim Mwamzandi,Kenya,Stub,53528000.0
8597,Kazimierz Karwowski,Poland,C,38368000.0
8598,Ali Alilu,Iran,Stub,84150000.0
8599,Joaquín Gamboa Pascoe,Mexico,Stub,127792000.0
8600,Aziz Akbarian,Iran,Stub,84150000.0
8601,Gholamreza Shafeei,Iran,Stub,84150000.0
8602,Ljubomir Jovanović,Serbia,Start,6957000.0
8603,Mitos Magsaysay,Philippines,Start,109581000.0
8604,Pablo Contessi,Paraguay,Stub,7255000.0
8605,List of Canadian ministries,Canada,Start,38190000.0
8606,Silvio Benigno Crespi,Italy,Start,60296000.0
8607,Moses Pallache,Morocco,Start,35952000.0
8608,Raoul Dautry,France,Start,64940000.0
8609,Ali Asghar Sherdost,Iran,Stub,84150000.0
8610,Malek Mansur Mirza Shoa O-Saltaneh,Iran,Stub,84150000.0
8611,Hamid Seyyed Mahdavi Aghdam,Iran,Stub,84150000.0
8612,Vahid Jalalzadeh,Iran,Stub,84150000.0
8613,Fakhraddin Mousavi,Iran,Stub,84150000.0
8614,Zeynalabedin Qiyami,Iran,Stub,84150000.0
8615,Rahimkhan Chalabianloo,Iran,Start,84150000.0
8616,Martial Joseph Ahipeaud,Ivorian,Stub,
8617,Gholamreza Nouri Ghezeljeh,Iran,Stub,84150000.0
8618,Jalil Jafari,Iran,Stub,84150000.0
8619,Bashir Khaleghi,Iran,Stub,84150000.0
8620,Bahlul Hoseini,Iran,Stub,84150000.0
8621,Anton Hofer,Austria,Start,8914000.0
8622,Abbas Fallahi Babajan,Iran,Stub,84150000.0
8623,Mohammad Ali Madadi,Iran,Stub,84150000.0
8624,Mezri Haddad,Tunisia,C,11896000.0
8625,Mehdi Davatgari,Iran,Stub,84150000.0
8626,Mohammad Hazratpour,Iran,Stub,84150000.0
8627,Ruhollah Hazratpour,Iran,Stub,84150000.0
8628,Movayyed Hoseini Sadr,Iran,Stub,84150000.0
8629,Akbar Nikzad,Iran,Stub,84150000.0
8630,Mohammad Reza Khanmohammadi,Iran,Stub,84150000.0
8631,Younes Asadi,Iran,Stub,84150000.0
8632,Mohammad Alipour Rahmati,Iran,Stub,84150000.0
8633,Antonio Borrero,Ecuador,Stub,17511000.0
8634,Antonio Casertano,Italy,Stub,60296000.0
8635,Reza Abdollahi,Iran,Stub,84150000.0
8636,Shahruz Afghami,Iran,Stub,84150000.0
8637,Antonio Pons,Ecuador,Stub,17511000.0
8638,Margo Frasier,United States,Stub,329878000.0
8639,Mayimama Marakkar,India,Stub,1400100000.0
8640,Tovonanahary Rabetsitonta,Madagascar,Stub,27691000.0
8641,Bart Verbrugh,Netherlands,Stub,17467000.0
8642,António Borges Coutinho,Portugal,C,10255000.0
8643,Mustafa Vakilov,Azerbaijan,Start,10108000.0
8644,António Dias Cardoso,Angola,Stub,32522000.0
8645,Naeem U. Hasan,Pakistan,Stub,220940000.0
8646,Nathaniel Varney Massaquoi,Liberia,Start,5058000.0
8647,Mark L. Mendoza,Philippines,Stub,109581000.0
8648,Freddy Numberi,Indonesia,Stub,271739000.0
8649,Pavol Hamžík,Slovakia,Stub,5462000.0
8650,Pedro Bobadilla,Paraguay,Stub,7255000.0
8651,Pedro Menéndez Márquez,Spain,GA,47635000.0
8652,Percy Kachipande,Malawi,C,19130000.0
8653,Pio Wong,Fiji,Stub,896000.0
8654,Rafael Velarde Echevarría,Peru,Stub,32824000.0
8655,Rahim Huseynov,Azerbaijan,Start,10108000.0
8656,Raouf Bundhun,Mauritius,Start,1265000.0
8657,Roberto V. Pesqueira,Mexico,Start,127792000.0
8658,Siegfried Taub,Czech Republic,Start,
8659,Staniša Radonjić,Montenegro,C,622000.0
8660,Stefanie van Vliet,Netherlands,Stub,17467000.0
8661,Lovro Toman,Carniolan,Start,
8662,Desmond Lim,Singapore,C,5769000.0
8663,Safar Ghahremani,Iran,Stub,84150000.0
8664,Anton Novačan,Slovenia,Start,2103000.0
8665,Darko Bratina,Italy,Start,60296000.0
8666,Saloum Cohen,Palestinian Territory,Stub,5008000.0
8667,Aquinas Tawiah Quansah,Ghana,Stub,31073000.0
8668,Whitehill–Wise family,United States,Stub,329878000.0
8669,Cristóvão Soares de Melo,Portugal,Stub,10255000.0
8670,Soeiro Raimundes de Riba de Vizela,Portugal,Stub,10255000.0
8671,Pero Fromarigues de Guimarães,Portugal,Stub,10255000.0
8672,Flávio Ataúlfo de Coimbra,Portugal,Stub,10255000.0
8673,John Hamilton Gray (New Brunswick politician),Canada,Start,38190000.0
8674,Eros Araújo,Brazil,Stub,211812000.0
8675,Lawrence Armstrong,Canada,Start,38190000.0
8676,Abdel Wahab el-Beshry,Egypt,Stub,100803000.0
8677,Abel Socin,Switzerland,Stub,8634000.0
8678,Alvin Jacklick,Marshall Islands,Stub,57000.0
8679,Arnoldo Camu,Chile,Stub,19470000.0
8680,Aucán Huilcamán,Chile,Stub,19470000.0
8681,Bright Matonga,Zimbabwe,Stub,14863000.0
8682,Néria Lúcio Buzatto,Brazil,Start,211812000.0
8683,Fakhr Fakhr,Lebanon,Stub,6825000.0
8684,Fernando de Mascarenhas,Brazil,Stub,211812000.0
8685,António Barbosa de Melo,Portugal,Stub,10255000.0
8686,Jenő Rácz (Minister of Finance),Hungary,Stub,9767000.0
8687,Reinhard Klimmt,Germany,Start,83300000.0
8688,Jean-Baptiste Mailhe,France,Start,64940000.0
8689,Johannes Hendrikus Viljoen,South Africa,Stub,59628000.0
8690,Natalia Petkevich,Belarus,Start,9375000.0
8691,Jose Balagtas,Philippines,Start,109581000.0
8692,Peter Mitchell (politician),Canada,Start,38190000.0
8693,Félicien Gatabazi,Rwanda,Start,12952000.0
8694,Gianfranco Terenzi,San Marino,Stub,34000.0
8695,Giorgio Crescentini,San Marino,Stub,34000.0
8696,Benedito de Lira,Brazil,Stub,211812000.0
8697,Gustav Groß,Hungary,Start,9767000.0
8698,Gustavo Larrea,Ecuador,Stub,17511000.0
8699,H. Selby Msimang,South Africa,Start,59628000.0
8700,Hassan at-Taheer Zarouq,Sudan,Start,43849000.0
8701,Oluyemi Adeniji,Nigeria,Start,206140000.0
8702,Id Mirab,China,Stub,1402385000.0
8703,Innocent Anaky,Ivorian,Start,
8704,Ion Mitilineu,Romania,Start,19241000.0
8705,Jan Klimek,Poland,Stub,38368000.0
8706,Jenaro Flores Santos,Bolivia,C,11633000.0
8707,Jesús Larrañaga,Spain,C,47635000.0
8708,Joan Comorera,Spain,GA,47635000.0
8709,Li Zhuoran,China,Stub,1402385000.0
8710,Mammad Hasan Hajinski,Azerbaijan,C,10108000.0
8711,Marcial Ayaipoma,Peru,Stub,32824000.0
8712,John McCall (politician),Australia,Start,25754000.0
8713,Arsala Khan (member of Pakistani legislature),Pakistan,Stub,220940000.0
8714,Serge Torsarkissian,Lebanon,Stub,6825000.0
8715,Kira Yoshinaka,Japan,Start,125967000.0
8716,Yunreng,China,Start,1402385000.0
